what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1518305279676
started,bundle,com.altera.sbtgui.integration,12.0.0.178,"com.altera.sbtgui.integration",1518305279676
started,bundle,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch",1518305279677
started,bundle,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.project",1518305279677
started,bundle,com.altera.systemconsole,12.0.0.178,"com.altera.systemconsole",1518305279677
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.178,"com.altera.systemconsole.designs.plugin",1518305279678
started,bundle,com.altera.systemconsole.scripting,12.0.0.178,"com.altera.systemconsole.scripting",1518305279678
started,bundle,com.altera.utilities,12.0.0.178,"com.altera.utilities",1518305279678
os,sysinfo,,,"linux",1518305279680
arch,sysinfo,,,"x86",1518305279680
ws,sysinfo,,,"gtk",1518305279680
locale,sysinfo,,,"en_US",1518305279680
processors,sysinfo,,,"4",1518305279680
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1518305279680
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1518305279680
java.specification.name,sysinfo,,,"Java Platform API Specification",1518305279680
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1518305279680
java.specification.version,sysinfo,,,"1.6",1518305279680
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1518305279680
java.version,sysinfo,,,"1.6.0_23",1518305279680
java.vm.info,sysinfo,,,"mixed mode",1518305279680
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1518305279680
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1518305279680
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1518305279680
java.vm.specification.version,sysinfo,,,"1.0",1518305279680
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1518305279680
java.vm.version,sysinfo,,,"19.0-b09",1518305279680
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1518305279984
started,bundle,com.altera.sbtgui.core,12.0.0.178,"com.altera.sbtgui.core",1518305280057
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1518305280113
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1518305282229
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1518305282279
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1518305282284
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518305283319
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1518305284421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518305284431
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1518305284440
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1518305285033
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1518305285034
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1518305285034
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518305286443
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518305666893
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518305667445
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518305873648
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518305878269
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1518305879096
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518305879132
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518305879183
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518306119511
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518306123980
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518306132162
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1518306132192
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518306133486
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518306424491
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1518306425690
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518306428187
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1518306429017
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518306429046
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518306429072
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518307044621
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518307048819
