what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1518479012736
started,bundle,com.altera.sbtgui.integration,12.0.0.178,"com.altera.sbtgui.integration",1518479012738
started,bundle,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch",1518479012738
started,bundle,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.project",1518479012739
started,bundle,com.altera.systemconsole,12.0.0.178,"com.altera.systemconsole",1518479012739
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.178,"com.altera.systemconsole.designs.plugin",1518479012739
started,bundle,com.altera.systemconsole.scripting,12.0.0.178,"com.altera.systemconsole.scripting",1518479012740
started,bundle,com.altera.utilities,12.0.0.178,"com.altera.utilities",1518479012741
os,sysinfo,,,"linux",1518479012749
arch,sysinfo,,,"x86",1518479012749
ws,sysinfo,,,"gtk",1518479012749
locale,sysinfo,,,"en_US",1518479012749
processors,sysinfo,,,"4",1518479012750
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1518479012750
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1518479012750
java.specification.name,sysinfo,,,"Java Platform API Specification",1518479012750
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1518479012750
java.specification.version,sysinfo,,,"1.6",1518479012750
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1518479012750
java.version,sysinfo,,,"1.6.0_23",1518479012750
java.vm.info,sysinfo,,,"mixed mode",1518479012750
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1518479012750
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1518479012750
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1518479012750
java.vm.specification.version,sysinfo,,,"1.0",1518479012750
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1518479012750
java.vm.version,sysinfo,,,"19.0-b09",1518479012750
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1518479012950
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518479013453
error,log,,,"The URL ""bundleentry://204.fwk11541827/icons/full/dlcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518479013530
error,log,,,"The URL ""bundleentry://204.fwk11541827/icons/full/elcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518479013531
started,bundle,com.altera.sbtgui.core,12.0.0.178,"com.altera.sbtgui.core",1518479014008
error,log,,,"The URL ""bundleentry://204.fwk11541827/icons/full/obj16/error_tsk.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518479014017
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518479014092
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1518479015585
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1518479016357
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1518479019951
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1518479019982
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518479020027
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518479024057
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1518479045071
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1518479045088
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518479048797
error,log,,,"The URL ""bundleentry://204.fwk11541827/icons/full/dlcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518479048846
error,log,,,"The URL ""bundleentry://204.fwk11541827/icons/full/elcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518479048848
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1518479050218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518479050227
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1518479050235
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518479050819
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518479053122
