what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1518567243891
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1518567257501
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567268295
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567269288
error,log,,,"The URL ""bundleentry://204.fwk5324016/icons/full/dlcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518567269306
error,log,,,"The URL ""bundleentry://204.fwk5324016/icons/full/elcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518567269307
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1518567270224
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1518567271043
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 7-2]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1518567271936
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1518567276480
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1518567282038
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1518567284720
error,log,,,"The URL ""bundleentry://204.fwk5324016/icons/full/obj16/warn_tsk.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518567286116
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1518567290047
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567294114
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567295098
error,log,,,"The URL ""bundleentry://204.fwk5324016/icons/full/dlcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518567295139
error,log,,,"The URL ""bundleentry://204.fwk5324016/icons/full/elcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518567295140
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1518567296121
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1518567296911
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 7-2]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1518567297827
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1518567302325
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1518567333964
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1518567391665
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1518567391772
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1518567428099
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567432812
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567463693
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567466961
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567468278
error,log,,,"The URL ""bundleentry://204.fwk5324016/icons/full/dlcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518567468313
error,log,,,"The URL ""bundleentry://204.fwk5324016/icons/full/elcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518567468314
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1518567469294
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1518567470087
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 7-2]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1518567471012
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1518567475568
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1518567492613
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567494530
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567514216
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567542057
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567543336
error,log,,,"The URL ""bundleentry://204.fwk5324016/icons/full/dlcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518567543367
error,log,,,"The URL ""bundleentry://204.fwk5324016/icons/full/elcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518567543368
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1518567544389
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1518567545203
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 7-2]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1518567546103
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1518567550600
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567569730
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567700774
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1518567796235
error,log,,,"The URL ""bundleentry://204.fwk5324016/icons/full/dlcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518567800100
error,log,,,"The URL ""bundleentry://204.fwk5324016/icons/full/elcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518567800101
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567801002
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567801116
error,log,,,"The URL ""bundleentry://169.fwk5324016/icons/elcl16/interest-increase.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518567804381
error,log,,,"The URL ""bundleentry://211.fwk5324016/icons/full/etool16/newfile_wiz.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518567804669
error,log,,,"The URL ""bundleentry://211.fwk5324016/icons/full/etool16/newfolder_wiz.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518567804673
error,log,,,"The URL ""bundleentry://49.fwk5324016/icons/elcl16/newmngcc_app.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518567804683
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1518567812864
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567817028
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1518567818311
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518567818388
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1518567818651
stopped,bundle,com.altera.debug.cdi.gdb.plugin,12.0.0.178,"com.altera.debug.cdi.gdb.plugin",1518567818651
stopped,bundle,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch",1518567818651
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1518567818651
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1518567818651
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1518567818652
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1518567818652
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1518567818652
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201009141542,"org.eclipse.cdt.gdb.ui",1518567818652
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1518567818652
stopped,bundle,com.altera.sbtgui.ui,12.0.0.178,"com.altera.sbtgui.ui",1518567818652
stopped,bundle,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.project",1518567818652
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1518567818653
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1518567818653
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.traditional",1518567818654
stopped,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1518567818654
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1518567818654
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.ui",1518567818654
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1518567818654
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1518567818654
