what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1518553738294
started,bundle,com.altera.sbtgui.integration,12.0.0.178,"com.altera.sbtgui.integration",1518553738294
started,bundle,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch",1518553738294
started,bundle,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.project",1518553738294
started,bundle,com.altera.systemconsole,12.0.0.178,"com.altera.systemconsole",1518553738294
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.178,"com.altera.systemconsole.designs.plugin",1518553738294
started,bundle,com.altera.systemconsole.scripting,12.0.0.178,"com.altera.systemconsole.scripting",1518553738295
started,bundle,com.altera.utilities,12.0.0.178,"com.altera.utilities",1518553738295
os,sysinfo,,,"linux",1518553738297
arch,sysinfo,,,"x86",1518553738297
ws,sysinfo,,,"gtk",1518553738297
locale,sysinfo,,,"en_US",1518553738297
processors,sysinfo,,,"4",1518553738297
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1518553738297
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1518553738297
java.specification.name,sysinfo,,,"Java Platform API Specification",1518553738297
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1518553738297
java.specification.version,sysinfo,,,"1.6",1518553738297
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1518553738297
java.version,sysinfo,,,"1.6.0_23",1518553738297
java.vm.info,sysinfo,,,"mixed mode",1518553738297
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1518553738297
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1518553738297
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1518553738297
java.vm.specification.version,sysinfo,,,"1.0",1518553738297
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1518553738297
java.vm.version,sysinfo,,,"19.0-b09",1518553738297
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1518553742058
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1518553742586
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518553742646
error,log,,,"The URL ""bundleentry://204.fwk751354/icons/full/dlcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518553742749
error,log,,,"The URL ""bundleentry://204.fwk751354/icons/full/elcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518553742750
started,bundle,com.altera.sbtgui.core,12.0.0.178,"com.altera.sbtgui.core",1518553743045
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518553743095
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1518553744092
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1518553744368
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1518553747223
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1518553747255
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518553747296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518553751211
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1518553752950
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1518553752955
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518553753735
error,log,,,"The URL ""bundleentry://204.fwk751354/icons/full/dlcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518553753767
error,log,,,"The URL ""bundleentry://204.fwk751354/icons/full/elcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518553753768
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1518553755198
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518553755208
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1518553755217
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1518553755628
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1518553755628
opened,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1518553756390
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1518553756704
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1518553756719
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 7-2]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1518553757718
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1518553762755
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1518553772100
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518553786438
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518553787400
error,log,,,"The URL ""bundleentry://204.fwk751354/icons/full/dlcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518553787417
error,log,,,"The URL ""bundleentry://204.fwk751354/icons/full/elcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518553787418
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1518553788339
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1518553789197
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 7-2]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1518553790100
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1518553794579
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1518553842979
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518553846699
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518553847698
error,log,,,"The URL ""bundleentry://204.fwk751354/icons/full/dlcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518553847712
error,log,,,"The URL ""bundleentry://204.fwk751354/icons/full/elcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518553847713
