what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1518550696283
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1518550696284
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1518550696284
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1518550696284
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1518550696284
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1518550696284
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1518550696284
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1518550696284
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1518550696284
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1518550696284
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1518550696284
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1518550696284
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1518550696284
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1518550696284
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1518550696284
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1518550696284
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1518550696284
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1518550696284
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1518550696284
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1518550696284
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1518550696284
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1518550696284
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1518550696284
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1518550696285
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1518550696285
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1518550696285
started,bundle,com.altera.sbtgui.integration,12.0.0.178,"com.altera.sbtgui.integration",1518550696286
started,bundle,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch",1518550696286
started,bundle,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.project",1518550696286
started,bundle,com.altera.systemconsole,12.0.0.178,"com.altera.systemconsole",1518550696286
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.178,"com.altera.systemconsole.designs.plugin",1518550696286
started,bundle,com.altera.systemconsole.scripting,12.0.0.178,"com.altera.systemconsole.scripting",1518550696286
started,bundle,com.altera.utilities,12.0.0.178,"com.altera.utilities",1518550696286
os,sysinfo,,,"linux",1518550696289
arch,sysinfo,,,"x86",1518550696289
ws,sysinfo,,,"gtk",1518550696289
locale,sysinfo,,,"en_US",1518550696289
processors,sysinfo,,,"4",1518550696289
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1518550696289
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1518550696289
java.specification.name,sysinfo,,,"Java Platform API Specification",1518550696289
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1518550696289
java.specification.version,sysinfo,,,"1.6",1518550696289
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1518550696289
java.version,sysinfo,,,"1.6.0_23",1518550696289
java.vm.info,sysinfo,,,"mixed mode",1518550696289
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1518550696289
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1518550696289
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1518550696289
java.vm.specification.version,sysinfo,,,"1.0",1518550696289
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1518550696289
java.vm.version,sysinfo,,,"19.0-b09",1518550696289
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1518550703745
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1518550704152
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518550704198
error,log,,,"The URL ""bundleentry://204.fwk27891041/icons/full/dlcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518550704289
error,log,,,"The URL ""bundleentry://204.fwk27891041/icons/full/elcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518550704290
started,bundle,com.altera.sbtgui.core,12.0.0.178,"com.altera.sbtgui.core",1518550704863
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518550704922
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1518550705424
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1518550705792
