what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1518561824720
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 7-2]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1518561825630
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1518561830143
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1518561839174
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518561847952
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518561849032
error,log,,,"The URL ""bundleentry://204.fwk18751079/icons/full/dlcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518561849063
error,log,,,"The URL ""bundleentry://204.fwk18751079/icons/full/elcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518561849064
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1518561849962
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1518561850761
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 7-2]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1518561851672
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1518561856148
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518561928533
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518561938009
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518561941549
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518561985943
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1518562002451
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518562011870
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1518562012909
error,log,,,"The URL ""bundleentry://204.fwk18751079/icons/full/dlcl16/synced.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1518562012926
